rebalance_signal_date,symbol,eligibility_reason
2025-06-30,ACEL,eligible
2025-06-30,ACEP,missing_or_invalid_current_price
2025-06-30,ACET,eligible
2025-06-30,ACFN,missing_or_invalid_current_price
2025-06-30,ACGC,missing_or_invalid_current_price
2025-06-30,ACGCU,missing_or_invalid_current_price
2025-06-30,ACGCW,missing_or_invalid_current_price
2025-06-30,ACGL,eligible
2025-06-30,ACGLN,eligible
2025-06-30,ACGLO,missing_or_invalid_t_minus_21_price
2025-06-30,ACH,eligible
2025-06-30,ACHC,eligible
2025-06-30,ACHR,eligible
2025-06-30,ACHR.WS,missing_or_invalid_t_minus_21_price
2025-06-30,ACHV,eligible
2025-06-30,ACI,eligible
2025-06-30,ACIC,eligible
2025-06-30,ACIU,eligible
2025-06-30,ACIW,eligible
2025-06-30,ACLO,missing_or_invalid_current_volume
2025-06-30,ACLS,eligible
2025-07-31,A,eligible
2025-07-31,AA,eligible
2025-07-31,AAAP,missing_or_invalid_current_price
2025-07-31,AAC.U,missing_or_invalid_current_price
2025-07-31,AACB,missing_or_invalid_current_volume
2025-07-31,AACBR,missing_or_invalid_current_volume
2025-07-31,AACBU,missing_or_invalid_current_volume
2025-07-31,AACG,missing_or_invalid_t_minus_252_price
2025-07-31,AACI,eligible
2025-07-31,AACIU,missing_or_invalid_current_volume
2025-07-31,AACIW,missing_or_invalid_current_volume
2025-07-31,AACO,missing_or_invalid_current_price
2025-07-31,AACOU,missing_or_invalid_current_price
2025-07-31,AACOW,missing_or_invalid_current_price
2025-07-31,AACP,missing_or_invalid_current_price
2025-07-31,AACPR,missing_or_invalid_current_price
2025-07-31,AACPU,missing_or_invalid_current_price
2025-07-31,AACPW,missing_or_invalid_current_price
2025-07-31,AADR,missing_or_invalid_current_volume
2025-07-31,AADX,missing_or_invalid_current_price
2025-07-31,AAEQ,missing_or_invalid_current_price
2025-07-31,AAL,eligible
2025-07-31,AALG,missing_or_invalid_current_volume
2025-07-31,AAME,eligible
2025-07-31,AAMI,eligible
2025-07-31,AAOI,eligible
2025-07-31,AAON,eligible
2025-07-31,AAP,eligible
2025-07-31,AAPB,missing_or_invalid_t_minus_252_price
2025-07-31,AAPD,eligible
2025-07-31,AAPG,missing_or_invalid_current_volume
2025-07-31,AAPL,eligible
2025-07-31,AAPU,eligible
2025-07-31,AARD,missing_or_invalid_t_minus_252_price
2025-07-31,AAT,eligible
2025-07-31,AAUB,missing_or_invalid_current_price
2025-07-31,AAUC,missing_or_invalid_t_minus_21_price
2025-07-31,AAUS,missing_or_invalid_current_price
2025-07-31,AAVM,missing_or_invalid_t_minus_252_price
2025-07-31,AAXJ,eligible
2025-07-31,AB,eligible
2025-07-31,ABAT,eligible
2025-07-31,ABBV,eligible
2025-07-31,ABCB,eligible
2025-07-31,ABCL,eligible
2025-07-31,ABCS,eligible
2025-07-31,ABEO,eligible
2025-07-31,ABEV,eligible
2025-07-31,ABG,eligible
2025-07-31,ABI,missing_or_invalid_current_volume
2025-07-31,ABIG,missing_or_invalid_t_minus_21_price
2025-07-31,ABLV,missing_or_invalid_current_volume
2025-07-31,ABLVW,missing_or_invalid_current_volume
2025-07-31,ABM,eligible
2025-07-31,ABNB,eligible
2025-07-31,ABOS,eligible
2025-07-31,ABR,eligible
2025-07-31,ABR.PRD,missing_or_invalid_current_volume
2025-07-31,ABR.PRE,missing_or_invalid_current_volume
2025-07-31,ABR.PRF,missing_or_invalid_current_volume
2025-07-31,ABSI,eligible
2025-07-31,ABT,eligible
2025-07-31,ABTC,eligible
2025-07-31,ABTS,missing_or_invalid_t_minus_21_price
2025-07-31,ABUS,eligible
2025-07-31,ABVC,eligible
2025-07-31,ABVX,eligible
2025-07-31,ABX,eligible
2025-07-31,ABXL,missing_or_invalid_current_volume
2025-07-31,ACA,eligible
2025-07-31,ACAA,missing_or_invalid_current_price
2025-07-31,ACAAU,missing_or_invalid_current_price
2025-07-31,ACAAW,missing_or_invalid_current_price
2025-07-31,ACAD,eligible
2025-07-31,ACB,eligible
2025-07-31,ACCL,missing_or_invalid_current_price
2025-07-31,ACCO,eligible
2025-07-31,ACCS,missing_or_invalid_t_minus_21_price
2025-07-31,ACDC,eligible
2025-07-31,ACEL,eligible
2025-07-31,ACEP,missing_or_invalid_current_price
2025-07-31,ACET,eligible
2025-07-31,ACFN,missing_or_invalid_current_volume
2025-07-31,ACGC,missing_or_invalid_current_price
2025-07-31,ACGCU,missing_or_invalid_current_price
2025-07-31,ACGCW,missing_or_invalid_current_price
2025-07-31,ACGL,eligible
2025-07-31,ACGLN,missing_or_invalid_t_minus_252_price
2025-07-31,ACGLO,missing_or_invalid_t_minus_21_price
2025-07-31,ACH,eligible
2025-07-31,ACHC,eligible
2025-07-31,ACHR,eligible
2025-07-31,ACHR.WS,missing_or_invalid_current_volume
2025-07-31,ACHV,eligible
2025-07-31,ACI,eligible
2025-07-31,ACIC,eligible
2025-07-31,ACIU,eligible
2025-07-31,ACIW,eligible
2025-07-31,ACLO,missing_or_invalid_current_volume
2025-07-31,ACLS,eligible
2025-08-29,A,eligible
2025-08-29,AA,eligible
2025-08-29,AAAP,missing_or_invalid_current_price
2025-08-29,AAC.U,missing_or_invalid_current_price
2025-08-29,AACB,missing_or_invalid_current_volume
2025-08-29,AACBR,missing_or_invalid_current_volume
2025-08-29,AACBU,missing_or_invalid_current_volume
2025-08-29,AACG,missing_or_invalid_t_minus_252_price
2025-08-29,AACI,missing_or_invalid_current_volume
2025-08-29,AACIU,missing_or_invalid_current_volume
2025-08-29,AACIW,missing_or_invalid_current_volume
2025-08-29,AACO,missing_or_invalid_current_price
2025-08-29,AACOU,missing_or_invalid_current_price
2025-08-29,AACOW,missing_or_invalid_current_price
2025-08-29,AACP,missing_or_invalid_current_price
2025-08-29,AACPR,missing_or_invalid_current_price
2025-08-29,AACPU,missing_or_invalid_current_price
2025-08-29,AACPW,missing_or_invalid_current_price
2025-08-29,AADR,missing_or_invalid_current_volume
2025-08-29,AADX,missing_or_invalid_current_price
2025-08-29,AAEQ,missing_or_invalid_current_price
2025-08-29,AAL,eligible
2025-08-29,AALG,missing_or_invalid_current_volume
2025-08-29,AAME,missing_or_invalid_t_minus_21_price
2025-08-29,AAMI,eligible
2025-08-29,AAOI,eligible
2025-08-29,AAON,eligible
2025-08-29,AAP,eligible
2025-08-29,AAPB,eligible
2025-08-29,AAPD,eligible
2025-08-29,AAPG,missing_or_invalid_current_volume
2025-08-29,AAPL,eligible
2025-08-29,AAPU,eligible
2025-08-29,AARD,missing_or_invalid_t_minus_252_price
2025-08-29,AAT,eligible
2025-08-29,AAUB,missing_or_invalid_current_price
2025-08-29,AAUC,missing_or_invalid_t_minus_252_price
2025-08-29,AAUS,missing_or_invalid_current_volume
2025-08-29,AAVM,missing_or_invalid_current_volume
2025-08-29,AAXJ,eligible
2025-08-29,AB,eligible
2025-08-29,ABAT,eligible
2025-08-29,ABBV,eligible
2025-08-29,ABCB,eligible
2025-08-29,ABCL,eligible
2025-08-29,ABCS,missing_or_invalid_current_volume
2025-08-29,ABEO,eligible
2025-08-29,ABEV,eligible
2025-08-29,ABG,eligible
2025-08-29,ABI,missing_or_invalid_current_volume
2025-08-29,ABIG,missing_or_invalid_current_volume
2025-08-29,ABLV,missing_or_invalid_current_volume
2025-08-29,ABLVW,missing_or_invalid_current_volume
2025-08-29,ABM,eligible
2025-08-29,ABNB,eligible
2025-08-29,ABOS,eligible
2025-08-29,ABR,eligible
2025-08-29,ABR.PRD,missing_or_invalid_t_minus_21_price
2025-08-29,ABR.PRE,missing_or_invalid_current_volume
2025-08-29,ABR.PRF,missing_or_invalid_current_volume
2025-08-29,ABSI,eligible
2025-08-29,ABT,eligible
2025-08-29,ABTC,eligible
2025-08-29,ABTS,missing_or_invalid_t_minus_252_price
2025-08-29,ABUS,eligible
2025-08-29,ABVC,missing_or_invalid_t_minus_252_price
2025-08-29,ABVX,eligible
2025-08-29,ABX,eligible
2025-08-29,ABXL,missing_or_invalid_current_volume
2025-08-29,ACA,eligible
2025-08-29,ACAA,missing_or_invalid_current_price
2025-08-29,ACAAU,missing_or_invalid_current_price
2025-08-29,ACAAW,missing_or_invalid_current_price
2025-08-29,ACAD,eligible
2025-08-29,ACB,eligible
2025-08-29,ACCL,missing_or_invalid_current_price
2025-08-29,ACCO,eligible
2025-08-29,ACCS,eligible
2025-08-29,ACDC,eligible
2025-08-29,ACEL,eligible
2025-08-29,ACEP,missing_or_invalid_current_price
2025-08-29,ACET,eligible
2025-08-29,ACFN,missing_or_invalid_t_minus_21_price
2025-08-29,ACGC,missing_or_invalid_current_price
2025-08-29,ACGCU,missing_or_invalid_current_price
2025-08-29,ACGCW,missing_or_invalid_current_price
2025-08-29,ACGL,eligible
2025-08-29,ACGLN,eligible
2025-08-29,ACGLO,missing_or_invalid_t_minus_252_price
2025-08-29,ACH,eligible
2025-08-29,ACHC,eligible
2025-08-29,ACHR,eligible
2025-08-29,ACHR.WS,missing_or_invalid_t_minus_21_price
2025-08-29,ACHV,eligible
2025-08-29,ACI,eligible
2025-08-29,ACIC,eligible
2025-08-29,ACIU,eligible
2025-08-29,ACIW,eligible
2025-08-29,ACLO,missing_or_invalid_current_volume
2025-08-29,ACLS,eligible
2025-09-30,A,eligible
2025-09-30,AA,eligible
2025-09-30,AAAP,missing_or_invalid_current_price
2025-09-30,AAC.U,missing_or_invalid_current_price
2025-09-30,AACB,missing_or_invalid_current_volume
2025-09-30,AACBR,missing_or_invalid_current_volume
2025-09-30,AACBU,missing_or_invalid_current_volume
2025-09-30,AACG,missing_or_invalid_t_minus_252_price
2025-09-30,AACI,missing_or_invalid_current_volume
2025-09-30,AACIU,missing_or_invalid_current_volume
2025-09-30,AACIW,missing_or_invalid_current_volume
2025-09-30,AACO,missing_or_invalid_current_price
2025-09-30,AACOU,missing_or_invalid_current_price
2025-09-30,AACOW,missing_or_invalid_current_price
2025-09-30,AACP,missing_or_invalid_current_price
2025-09-30,AACPR,missing_or_invalid_current_price
2025-09-30,AACPU,missing_or_invalid_current_price
2025-09-30,AACPW,missing_or_invalid_current_price
2025-09-30,AADR,missing_or_invalid_current_volume
2025-09-30,AADX,missing_or_invalid_current_price
2025-09-30,AAEQ,missing_or_invalid_current_price
2025-09-30,AAL,eligible
2025-09-30,AALG,missing_or_invalid_current_volume
2025-09-30,AAME,missing_or_invalid_current_volume
2025-09-30,AAMI,eligible
2025-09-30,AAOI,eligible
2025-09-30,AAON,eligible
2025-09-30,AAP,eligible
2025-09-30,AAPB,eligible
2025-09-30,AAPD,eligible
2025-09-30,AAPG,missing_or_invalid_current_volume
2025-09-30,AAPL,eligible
2025-09-30,AAPU,eligible
2025-09-30,AARD,missing_or_invalid_t_minus_252_price
2025-09-30,AAT,eligible
2025-09-30,AAUB,missing_or_invalid_current_price
2025-09-30,AAUC,missing_or_invalid_t_minus_252_price
2025-09-30,AAUS,missing_or_invalid_current_volume
2025-09-30,AAVM,missing_or_invalid_t_minus_21_price
2025-09-30,AAXJ,eligible
2025-09-30,AB,eligible
2025-09-30,ABAT,eligible
2025-09-30,ABBV,eligible
2025-09-30,ABCB,eligible
2025-09-30,ABCL,eligible
2025-09-30,ABCS,missing_or_invalid_current_volume
2025-09-30,ABEO,eligible
2025-09-30,ABEV,eligible
2025-09-30,ABG,eligible
2025-09-30,ABI,missing_or_invalid_current_volume
2025-09-30,ABIG,missing_or_invalid_current_volume
2025-09-30,ABLV,missing_or_invalid_current_volume
2025-09-30,ABLVW,missing_or_invalid_t_minus_21_price
2025-09-30,ABM,eligible
2025-09-30,ABNB,eligible
2025-09-30,ABOS,eligible
2025-09-30,ABR,eligible
2025-09-30,ABR.PRD,eligible
2025-09-30,ABR.PRE,missing_or_invalid_t_minus_21_price
2025-09-30,ABR.PRF,missing_or_invalid_current_volume
2025-09-30,ABSI,eligible
2025-09-30,ABT,eligible
2025-09-30,ABTC,eligible
2025-09-30,ABTS,eligible
2025-09-30,ABUS,eligible
2025-09-30,ABVC,missing_or_invalid_t_minus_252_price
2025-09-30,ABVX,eligible
2025-09-30,ABX,eligible
2025-09-30,ABXL,missing_or_invalid_current_volume
2025-09-30,ACA,eligible
2025-09-30,ACAA,missing_or_invalid_current_price
2025-09-30,ACAAU,missing_or_invalid_current_price
2025-09-30,ACAAW,missing_or_invalid_current_price
2025-09-30,ACAD,eligible
2025-09-30,ACB,eligible
2025-09-30,ACCL,missing_or_invalid_current_price
2025-09-30,ACCO,eligible
2025-09-30,ACCS,eligible
2025-09-30,ACDC,eligible
2025-09-30,ACEL,eligible
2025-09-30,ACEP,missing_or_invalid_current_price
2025-09-30,ACET,eligible
2025-09-30,ACFN,missing_or_invalid_current_volume
2025-09-30,ACGC,missing_or_invalid_current_price
2025-09-30,ACGCU,missing_or_invalid_current_price
2025-09-30,ACGCW,missing_or_invalid_current_price
2025-09-30,ACGL,eligible
2025-09-30,ACGLN,eligible
2025-09-30,ACGLO,missing_or_invalid_current_volume
2025-09-30,ACH,eligible
2025-09-30,ACHC,eligible
2025-09-30,ACHR,eligible
2025-09-30,ACHR.WS,missing_or_invalid_t_minus_252_price
2025-09-30,ACHV,eligible
2025-09-30,ACI,eligible
2025-09-30,ACIC,eligible
2025-09-30,ACIU,eligible
2025-09-30,ACIW,eligible
2025-09-30,ACLO,missing_or_invalid_current_volume
2025-09-30,ACLS,eligible
2025-10-31,A,eligible
2025-10-31,AA,eligible
2025-10-31,AAAP,missing_or_invalid_current_price
2025-10-31,AAC.U,missing_or_invalid_current_price
2025-10-31,AACB,missing_or_invalid_current_volume
2025-10-31,AACBR,missing_or_invalid_current_volume
2025-10-31,AACBU,missing_or_invalid_current_volume
2025-10-31,AACG,missing_or_invalid_current_volume
2025-10-31,AACI,missing_or_invalid_current_volume
2025-10-31,AACIU,missing_or_invalid_current_volume
2025-10-31,AACIW,missing_or_invalid_current_volume
2025-10-31,AACO,missing_or_invalid_current_price
2025-10-31,AACOU,missing_or_invalid_current_price
2025-10-31,AACOW,missing_or_invalid_current_price
2025-10-31,AACP,missing_or_invalid_current_price
2025-10-31,AACPR,missing_or_invalid_current_price
2025-10-31,AACPU,missing_or_invalid_current_price
2025-10-31,AACPW,missing_or_invalid_current_price
2025-10-31,AADR,missing_or_invalid_current_volume
2025-10-31,AADX,missing_or_invalid_current_price
2025-10-31,AAEQ,missing_or_invalid_current_price
2025-10-31,AAL,eligible
2025-10-31,AALG,missing_or_invalid_current_volume
2025-10-31,AAME,missing_or_invalid_t_minus_21_price
2025-10-31,AAMI,eligible
2025-10-31,AAOI,eligible
2025-10-31,AAON,eligible
2025-10-31,AAP,eligible
2025-10-31,AAPB,eligible
2025-10-31,AAPD,eligible
2025-10-31,AAPG,missing_or_invalid_current_volume
2025-10-31,AAPL,eligible
2025-10-31,AAPU,eligible
2025-10-31,AARD,missing_or_invalid_t_minus_252_price
2025-10-31,AAT,eligible
2025-10-31,AAUB,missing_or_invalid_current_price
2025-10-31,AAUC,missing_or_invalid_t_minus_252_price
2025-10-31,AAUS,missing_or_invalid_current_volume
2025-10-31,AAVM,missing_or_invalid_current_volume
2025-10-31,AAXJ,eligible
2025-10-31,AB,eligible
2025-10-31,ABAT,eligible
2025-10-31,ABBV,eligible
2025-10-31,ABCB,eligible
2025-10-31,ABCL,eligible
2025-10-31,ABCS,missing_or_invalid_current_volume
2025-10-31,ABEO,eligible
2025-10-31,ABEV,eligible
2025-10-31,ABG,eligible
2025-10-31,ABI,missing_or_invalid_current_volume
2025-10-31,ABIG,missing_or_invalid_current_volume
2025-10-31,ABLV,eligible
2025-10-31,ABLVW,missing_or_invalid_current_volume
2025-10-31,ABM,eligible
2025-10-31,ABNB,eligible
2025-10-31,ABOS,eligible
2025-10-31,ABR,eligible
2025-10-31,ABR.PRD,missing_or_invalid_t_minus_21_price
2025-10-31,ABR.PRE,missing_or_invalid_current_volume
2025-10-31,ABR.PRF,missing_or_invalid_t_minus_21_price
2025-10-31,ABSI,eligible
2025-10-31,ABT,eligible
2025-10-31,ABTC,eligible
2025-10-31,ABTS,missing_or_invalid_current_volume
2025-10-31,ABUS,eligible
2025-10-31,ABVC,eligible
2025-10-31,ABVX,eligible
2025-10-31,ABX,eligible
2025-10-31,ABXL,missing_or_invalid_current_volume
2025-10-31,ACA,eligible
2025-10-31,ACAA,missing_or_invalid_current_price
2025-10-31,ACAAU,missing_or_invalid_current_price
2025-10-31,ACAAW,missing_or_invalid_current_price
2025-10-31,ACAD,eligible
2025-10-31,ACB,eligible
2025-10-31,ACCL,missing_or_invalid_t_minus_21_price
2025-10-31,ACCO,eligible
2025-10-31,ACCS,missing_or_invalid_current_volume
2025-10-31,ACDC,eligible
2025-10-31,ACEL,eligible
2025-10-31,ACEP,missing_or_invalid_current_price
2025-10-31,ACET,eligible
2025-10-31,ACFN,missing_or_invalid_t_minus_21_price
2025-10-31,ACGC,missing_or_invalid_current_price
2025-10-31,ACGCU,missing_or_invalid_current_price
2025-10-31,ACGCW,missing_or_invalid_current_price
2025-10-31,ACGL,eligible
2025-10-31,ACGLN,eligible
2025-10-31,ACGLO,missing_or_invalid_t_minus_21_price
2025-10-31,ACH,eligible
2025-10-31,ACHC,eligible
2025-10-31,ACHR,eligible
2025-10-31,ACHR.WS,missing_or_invalid_t_minus_252_price
2025-10-31,ACHV,eligible
2025-10-31,ACI,eligible
2025-10-31,ACIC,eligible
2025-10-31,ACIU,eligible
2025-10-31,ACIW,eligible
2025-10-31,ACLO,missing_or_invalid_current_volume
2025-10-31,ACLS,eligible
2025-11-28,A,eligible
2025-11-28,AA,eligible
2025-11-28,AAAP,missing_or_invalid_current_price
2025-11-28,AAC.U,missing_or_invalid_current_price
2025-11-28,AACB,missing_or_invalid_current_volume
2025-11-28,AACBR,missing_or_invalid_current_volume
2025-11-28,AACBU,missing_or_invalid_current_volume
2025-11-28,AACG,missing_or_invalid_t_minus_21_price
2025-11-28,AACI,missing_or_invalid_current_volume
2025-11-28,AACIU,missing_or_invalid_current_volume
2025-11-28,AACIW,missing_or_invalid_current_volume
2025-11-28,AACO,missing_or_invalid_current_price
2025-11-28,AACOU,missing_or_invalid_current_price
2025-11-28,AACOW,missing_or_invalid_current_price
2025-11-28,AACP,missing_or_invalid_current_price
2025-11-28,AACPR,missing_or_invalid_current_price
2025-11-28,AACPU,missing_or_invalid_current_price
2025-11-28,AACPW,missing_or_invalid_current_price
2025-11-28,AADR,missing_or_invalid_current_volume
2025-11-28,AADX,missing_or_invalid_current_price
2025-11-28,AAEQ,missing_or_invalid_current_price
2025-11-28,AAL,eligible
2025-11-28,AALG,missing_or_invalid_current_volume
2025-11-28,AAME,missing_or_invalid_t_minus_21_price
2025-11-28,AAMI,eligible
2025-11-28,AAOI,eligible
2025-11-28,AAON,eligible
2025-11-28,AAP,eligible
2025-11-28,AAPB,eligible
2025-11-28,AAPD,eligible
2025-11-28,AAPG,missing_or_invalid_current_volume
2025-11-28,AAPL,eligible
2025-11-28,AAPU,eligible
2025-11-28,AARD,missing_or_invalid_t_minus_252_price
2025-11-28,AAT,eligible
2025-11-28,AAUB,missing_or_invalid_current_price
2025-11-28,AAUC,missing_or_invalid_t_minus_252_price
2025-11-28,AAUS,missing_or_invalid_current_volume
2025-11-28,AAVM,missing_or_invalid_current_volume
2025-11-28,AAXJ,eligible
2025-11-28,AB,eligible
2025-11-28,ABAT,eligible
2025-11-28,ABBV,eligible
2025-11-28,ABCB,eligible
2025-11-28,ABCL,eligible
2025-11-28,ABCS,missing_or_invalid_current_volume
2025-11-28,ABEO,eligible
2025-11-28,ABEV,eligible
2025-11-28,ABG,eligible
2025-11-28,ABI,missing_or_invalid_current_volume
2025-11-28,ABIG,missing_or_invalid_current_volume
2025-11-28,ABLV,missing_or_invalid_t_minus_21_price
2025-11-28,ABLVW,missing_or_invalid_current_volume
2025-11-28,ABM,eligible
2025-11-28,ABNB,eligible
2025-11-28,ABOS,eligible
2025-11-28,ABR,eligible
2025-11-28,ABR.PRD,missing_or_invalid_current_volume
2025-11-28,ABR.PRE,missing_or_invalid_current_volume
2025-11-28,ABR.PRF,missing_or_invalid_current_volume
2025-11-28,ABSI,eligible
2025-11-28,ABT,eligible
2025-11-28,ABTC,eligible
2025-11-28,ABTS,missing_or_invalid_current_volume
2025-11-28,ABUS,eligible
2025-11-28,ABVC,eligible
2025-11-28,ABVX,eligible
2025-11-28,ABX,eligible
2025-11-28,ABXL,missing_or_invalid_current_volume
2025-11-28,ACA,eligible
2025-11-28,ACAA,missing_or_invalid_current_price
2025-11-28,ACAAU,missing_or_invalid_current_price
2025-11-28,ACAAW,missing_or_invalid_current_price
2025-11-28,ACAD,eligible
2025-11-28,ACB,eligible
2025-11-28,ACCL,missing_or_invalid_t_minus_252_price
2025-11-28,ACCO,eligible
2025-11-28,ACCS,missing_or_invalid_current_volume
2025-11-28,ACDC,eligible
2025-11-28,ACEL,eligible
2025-11-28,ACEP,missing_or_invalid_t_minus_21_price
2025-11-28,ACET,eligible
2025-11-28,ACFN,missing_or_invalid_current_volume
2025-11-28,ACGC,missing_or_invalid_current_price
2025-11-28,ACGCU,missing_or_invalid_current_price
2025-11-28,ACGCW,missing_or_invalid_current_price
2025-11-28,ACGL,eligible
2025-11-28,ACGLN,eligible
2025-11-28,ACGLO,missing_or_invalid_t_minus_21_price
2025-11-28,ACH,eligible
2025-11-28,ACHC,eligible
2025-11-28,ACHR,eligible
2025-11-28,ACHR.WS,eligible
2025-11-28,ACHV,eligible
2025-11-28,ACI,eligible
2025-11-28,ACIC,eligible
2025-11-28,ACIU,eligible
2025-11-28,ACIW,eligible
2025-11-28,ACLO,missing_or_invalid_current_volume
2025-11-28,ACLS,eligible
2025-12-31,A,eligible
2025-12-31,AA,eligible
2025-12-31,AAAP,missing_or_invalid_current_price
2025-12-31,AAC.U,missing_or_invalid_current_price
2025-12-31,AACB,missing_or_invalid_current_volume
2025-12-31,AACBR,missing_or_invalid_current_volume
2025-12-31,AACBU,missing_or_invalid_current_volume
2025-12-31,AACG,missing_or_invalid_current_volume
2025-12-31,AACI,missing_or_invalid_current_volume
2025-12-31,AACIU,missing_or_invalid_current_volume
2025-12-31,AACIW,missing_or_invalid_current_volume
2025-12-31,AACO,missing_or_invalid_current_price
2025-12-31,AACOU,missing_or_invalid_current_price
2025-12-31,AACOW,missing_or_invalid_current_price
2025-12-31,AACP,missing_or_invalid_current_price
2025-12-31,AACPR,missing_or_invalid_current_price
2025-12-31,AACPU,missing_or_invalid_current_price
2025-12-31,AACPW,missing_or_invalid_current_price
2025-12-31,AADR,missing_or_invalid_current_volume
2025-12-31,AADX,missing_or_invalid_current_price
2025-12-31,AAEQ,missing_or_invalid_current_volume
2025-12-31,AAL,eligible
2025-12-31,AALG,missing_or_invalid_current_volume
2025-12-31,AAME,missing_or_invalid_t_minus_21_price
2025-12-31,AAMI,eligible
2025-12-31,AAOI,eligible
2025-12-31,AAON,eligible
2025-12-31,AAP,eligible
2025-12-31,AAPB,eligible
2025-12-31,AAPD,eligible
2025-12-31,AAPG,missing_or_invalid_current_volume
2025-12-31,AAPL,eligible
2025-12-31,AAPU,eligible
2025-12-31,AARD,missing_or_invalid_t_minus_252_price
2025-12-31,AAT,eligible
2025-12-31,AAUB,missing_or_invalid_current_price
2025-12-31,AAUC,missing_or_invalid_t_minus_252_price
2025-12-31,AAUS,missing_or_invalid_current_volume
2025-12-31,AAVM,missing_or_invalid_t_minus_252_price
2025-12-31,AAXJ,eligible
2025-12-31,AB,eligible
2025-12-31,ABAT,eligible
2025-12-31,ABBV,eligible
2025-12-31,ABCB,eligible
2025-12-31,ABCL,eligible
2025-12-31,ABCS,missing_or_invalid_current_volume
2025-12-31,ABEO,eligible
2025-12-31,ABEV,eligible
2025-12-31,ABG,eligible
2025-12-31,ABI,missing_or_invalid_current_volume
2025-12-31,ABIG,missing_or_invalid_current_volume
2025-12-31,ABLV,missing_or_invalid_current_volume
2025-12-31,ABLVW,missing_or_invalid_current_volume
2025-12-31,ABM,eligible
2025-12-31,ABNB,eligible
2025-12-31,ABOS,eligible
2025-12-31,ABR,eligible
2025-12-31,ABR.PRD,eligible
2025-12-31,ABR.PRE,missing_or_invalid_t_minus_21_price
2025-12-31,ABR.PRF,missing_or_invalid_t_minus_21_price
2025-12-31,ABSI,eligible
2025-12-31,ABT,eligible
2025-12-31,ABTC,eligible
2025-12-31,ABTS,missing_or_invalid_current_volume
2025-12-31,ABUS,eligible
2025-12-31,ABVC,eligible
2025-12-31,ABVX,eligible
2025-12-31,ABX,eligible
2025-12-31,ABXL,missing_or_invalid_current_price
2025-12-31,ACA,eligible
2025-12-31,ACAA,missing_or_invalid_current_price
2025-12-31,ACAAU,missing_or_invalid_current_price
2025-12-31,ACAAW,missing_or_invalid_current_price
2025-12-31,ACAD,eligible
2025-12-31,ACB,eligible
2025-12-31,ACCL,missing_or_invalid_t_minus_21_price
2025-12-31,ACCO,eligible
2025-12-31,ACCS,eligible
2025-12-31,ACDC,eligible
2025-12-31,ACEL,eligible
2025-12-31,ACEP,missing_or_invalid_current_volume
2025-12-31,ACET,eligible
2025-12-31,ACFN,missing_or_invalid_t_minus_21_price
2025-12-31,ACGC,missing_or_invalid_current_price
2025-12-31,ACGCU,missing_or_invalid_current_price
2025-12-31,ACGCW,missing_or_invalid_current_price
2025-12-31,ACGL,eligible
2025-12-31,ACGLN,eligible
2025-12-31,ACGLO,missing_or_invalid_current_volume
2025-12-31,ACH,eligible
2025-12-31,ACHC,eligible
2025-12-31,ACHR,eligible
2025-12-31,ACHR.WS,missing_or_invalid_t_minus_21_price
2025-12-31,ACHV,eligible
2025-12-31,ACI,eligible
2025-12-31,ACIC,eligible
2025-12-31,ACIU,eligible
2025-12-31,ACIW,eligible
2025-12-31,ACLO,missing_or_invalid_current_volume
2025-12-31,ACLS,eligible
2026-01-30,A,eligible
2026-01-30,AA,eligible
2026-01-30,AAAP,missing_or_invalid_current_price
2026-01-30,AAC.U,missing_or_invalid_current_price
2026-01-30,AACB,missing_or_invalid_current_volume
2026-01-30,AACBR,missing_or_invalid_current_volume
2026-01-30,AACBU,missing_or_invalid_current_volume
2026-01-30,AACG,missing_or_invalid_current_volume
2026-01-30,AACI,missing_or_invalid_current_volume
2026-01-30,AACIU,missing_or_invalid_current_volume
2026-01-30,AACIW,missing_or_invalid_current_volume
2026-01-30,AACO,missing_or_invalid_current_price
2026-01-30,AACOU,missing_or_invalid_current_price
2026-01-30,AACOW,missing_or_invalid_current_price
2026-01-30,AACP,missing_or_invalid_current_price
2026-01-30,AACPR,missing_or_invalid_current_price
2026-01-30,AACPU,missing_or_invalid_current_price
2026-01-30,AACPW,missing_or_invalid_current_price
2026-01-30,AADR,missing_or_invalid_t_minus_21_price
2026-01-30,AADX,missing_or_invalid_current_price
2026-01-30,AAEQ,missing_or_invalid_current_volume
2026-01-30,AAL,eligible
2026-01-30,AALG,missing_or_invalid_current_volume
2026-01-30,AAME,missing_or_invalid_current_volume
2026-01-30,AAMI,eligible
2026-01-30,AAOI,eligible
2026-01-30,AAON,eligible
2026-01-30,AAP,eligible
2026-01-30,AAPB,eligible
2026-01-30,AAPD,eligible
2026-01-30,AAPG,missing_or_invalid_t_minus_21_price
2026-01-30,AAPL,eligible
2026-01-30,AAPU,eligible
2026-01-30,AARD,missing_or_invalid_t_minus_252_price
2026-01-30,AAT,eligible
2026-01-30,AAUB,missing_or_invalid_current_price
2026-01-30,AAUC,missing_or_invalid_t_minus_252_price
2026-01-30,AAUS,missing_or_invalid_current_volume
2026-01-30,AAVM,missing_or_invalid_t_minus_21_price
2026-01-30,AAXJ,eligible
2026-01-30,AB,eligible
2026-01-30,ABAT,eligible
2026-01-30,ABBV,eligible
2026-01-30,ABCB,eligible
2026-01-30,ABCL,eligible
